city,region,city_type,year,month,season,avg_temperature_c,humidity_pct,population,population_density_per_km2,gdp_per_capita_usd,industrialization_level,industrial_zones_count,num_subscribers,renewable_energy_pct,grid_loss_pct,smart_meter_adoption_pct,peak_demand_hour,monthly_consumption_gwh,avg_wind_speed_kmh,monthly_rainfall_mm,electricity_price_tl_kwh,co2_emission_tons,avg_daily_sunshine_hours,infrastructure_score
Erzurum,Eastern Anatolia,Medium City,2017,12,Winter,-9.77,45.58,762321,247.0,9904.47,Low,1.0,237216.0,32.67,14.26,32.79,09:00,0.1419,"72,7",105.1 mm,₺1.57,"222,616",  10.7  ,87%
Sivas,Central Anatolia,Medium City,2019,9,Autumn,13.57,70.31,634149,431.5,10622.53,Low,3.0,230236.0,15.33,16.71,61.85,08:00,0.2388,"15,0",53.5 mm,₺2.39,"797,143",  2.2  ,56%
Mugla,Aegean,Medium City,2019,10,Autumn,20.29,70.3,1012321,291.12,9899.99,Low,3.0,380971.0,11.25,8.52,26.59,18:00,0.3885,"20,0",63.8 mm,₺2.5,"533,330",  9.8  ,49%
Izmir,Aegean,Megacity,2015,1,Winter,,,4394694,1521.05,16382.01,High,13.0,1549668.0,16.9,14.35,12.55,10:00,3.6338,"68,6",211.8 mm,₺2.44,"674,988",  8.5  ,83%
Mardin,Southeastern Anatolia,Small City,2017,2,Winter,2.19,70.19,833645,316.41,9694.95,Low,3.0,249024.0,11.84,11.39,60.26,19:00,0.4557,"54,6",76.2 mm,₺1.16,"147,671",  2.1  ,67%
Manisa,Aegean,Medium City,2021,12,Winter,4.38,45.05,1452881,472.74,16405.74,Medium,4.0,431408.0,16.84,15.66,64.08,10:00,1.059,"43,7",39.1 mm,₺0.56,"729,711",  2.6  ,95%
Sakarya,Marmara,Medium City,2018,1,Winter,0.8,81.89,1003000,384.78,12349.05,Medium,3.0,,34.48,19.62,54.34,21:00,0.6444,"62,9",106.6 mm,₺2.46,"333,076",  3.7  ,77%
Bursa,Marmara,Large City,2021,5,Spring,16.59,63.69,3056120,969.0,,High,10.0,,27.13,8.68,51.51,21:00,1.8737,"63,2",213.9 mm,₺0.56,"365,387",  8.2  ,59%
Van,Eastern Anatolia,Medium City,2019,6,Summer,24.48,75.79,1126384,283.62,7745.49,Low,4.0,427984.0,42.93,8.37,42.22,18:00,0.6238,"46,6",286.6 mm,₺1.26,"555,964",  2.3  ,99%
Van,Eastern Anatolia,Medium City,2022,11,Autumn,5.75,48.27,1126384,397.05,10674.37,Low,2.0,374934.0,29.1,12.35,31.74,10:00,0.5468,"56,7",,₺0.9,"530,838",  6.3  ,84%
Kahramanmaras,Mediterranean,Medium City,2018,6,Summer,36.7,75.64,1178234,316.35,8737.3,Low,3.0,360644.0,36.7,15.49,57.4,08:00,0.7198,"23,7",202.6 mm,₺2.05,"228,186",  8.3  ,39%
Konya,Central Anatolia,Large City,2022,11,Autumn,11.82,80.29,2320259,578.48,16059.05,Medium,7.0,856362.0,6.15,18.66,24.2,19:00,1.3348,"57,8",207.3 mm,₺1.71,"610,230",  3.4  ,40%
Mardin,Southeastern Anatolia,Small City,2021,12,Winter,4.49,82.28,833645,205.26,9258.83,Low,3.0,250157.0,23.8,12.54,30.48,,0.4949,"35,0",18.8 mm,₺2.36,"366,193",  7.4  ,
Kahramanmaras,Mediterranean,Medium City,2020,5,Spring,25.37,72.93,1178234,603.04,9695.63,Low,4.0,366398.0,35.15,11.71,41.38,08:00,0.5123,"51,3",219.3 mm,₺1.22,"457,088",  5.8  ,49%
Gaziantep,Southeastern Anatolia,Large City,2019,3,Spring,24.81,,2101263,1529.04,17094.14,High,6.0,589443.0,29.46,6.22,50.81,21:00,1.2093,"50,1",128.8 mm,₺0.57,"832,998",  8.0  ,94%
Istanbul,Marmara,Megacity,2016,2,Winter,0.62,78.55,15840900,3573.2,16670.27,High,42.0,5884786.0,13.13,18.79,74.3,19:00,13.4415,"50,8",245.0 mm,₺1.74,"309,224",  3.3  ,60%
Samsun,Black Sea,Large City,2017,8,Summer,31.25,66.69,1361505,1367.96,,Low,5.0,430566.0,42.97,17.49,66.14,08:00,0.7194,"57,7",149.4 mm,₺1.71,"353,733",  11.8  ,
Izmir,Aegean,Megacity,2016,7,Summer,33.04,,4394694,4395.64,17949.93,High,11.0,1540250.0,6.48,13.03,32.05,20:00,3.6875,"10,8",,₺1.56,"501,523",  10.7  ,44%
Izmir,Aegean,Megacity,2022,1,Winter,,66.42,4394694,1203.1,19797.55,High,,1463259.0,30.15,10.13,35.17,19:00,4.3766,"20,9",52.1 mm,₺1.94,"651,205",  8.0  ,39%
Izmir,Aegean,Megacity,2022,7,Summer,32.22,69.07,4394694,2241.0,16856.64,High,11.0,,38.77,6.47,19.75,20:00,3.7055,"27,4",211.5 mm,₺1.48,"385,689",  8.6  ,53%
Erzurum,Eastern Anatolia,Medium City,2017,12,Winter,-10.05,73.46,762321,216.35,9441.59,Low,3.0,228672.0,21.03,8.1,42.91,21:00,0.4283,"77,5",270.7 mm,₺1.24,"501,773",  4.8  ,51%
Izmir,Aegean,Megacity,2016,12,Winter,5.23,69.37,4394694,1361.79,16727.43,High,12.0,1649580.0,34.44,13.2,21.9,21:00,3.636,"54,3",115.0 mm,₺1.38,"419,194",,65%
Tekirdag,Marmara,Medium City,2019,12,Winter,2.58,41.42,1085000,267.83,13074.1,Medium,4.0,350435.0,7.08,5.57,14.1,21:00,0.7302,"18,1",51.2 mm,₺2.3,"37,919",  11.5  ,
Balıkesir,Marmara,Medium City,2016,9,Autumn,13.33,65.52,1264958,314.07,8950.46,Low,5.0,433238.0,41.98,10.96,60.69,08:00,0.4705,"56,1",,₺2.11,"90,397",  8.2  ,34%
Hatay,Mediterranean,Large City,2020,11,Autumn,18.72,62.62,1609856,613.91,,Low,4.0,498710.0,12.71,6.94,60.7,08:00,0.7157,"68,1",257.1 mm,₺0.7,"720,281",  2.5  ,87%
Afyonkarahisar,Aegean,Small City,2017,2,Winter,4.37,48.0,734000,427.26,8249.19,Low,1.0,219820.0,30.0,18.27,57.53,21:00,0.432,"72,5",25.3 mm,₺0.87,"736,492",  6.3  ,68%
Gaziantep,Southeastern Anatolia,Large City,2019,3,Spring,20.64,50.16,2101263,845.33,18601.6,High,8.0,711864.0,39.94,9.94,65.07,19:00,1.2746,"20,6",18.1 mm,₺0.94,"776,668",  7.2  ,58%
Van,Eastern Anatolia,Medium City,2019,4,Spring,12.08,69.14,1126384,237.31,11500.6,Low,3.0,385482.0,35.28,8.11,47.7,08:00,0.4822,"76,1",104.3 mm,₺1.29,"193,324",  10.9  ,31%
Hatay,Mediterranean,Large City,2022,12,Winter,8.47,68.51,1609856,388.26,10727.27,Low,,451857.0,38.25,15.11,50.81,21:00,0.8694,"22,4",59.5 mm,₺2.14,"242,215",  8.1  ,84%
Van,Eastern Anatolia,Medium City,2022,12,Winter,-4.51,47.72,1126384,391.36,9820.97,Low,2.0,,30.76,17.66,40.07,21:00,0.7059,"16,5",46.9 mm,₺1.93,"646,526",  11.8  ,89%
Diyarbakir,Southeastern Anatolia,Large City,2023,10,Autumn,,60.04,1801268,399.71,9377.82,Low,,644108.0,24.83,18.05,15.46,19:00,0.9004,"52,3",142.0 mm,₺1.26,"443,536",  9.9  ,65%
Hatay,Mediterranean,Large City,2016,2,Winter,9.54,,1609856,1180.18,11987.06,Low,5.0,534771.0,21.7,15.96,14.82,21:00,0.9146,,159.8 mm,₺1.46,"811,228",  7.4  ,86%
Eskisehir,Central Anatolia,Medium City,2021,8,Summer,26.6,69.37,882456,940.23,,Medium,3.0,296439.0,24.2,13.57,29.96,08:00,0.6706,"7,7",162.8 mm,₺1.63,,  5.5  ,55%
Kayseri,Central Anatolia,Large City,2016,8,Summer,25.57,55.68,1441523,358.38,13520.09,Medium,4.0,512793.0,5.87,8.5,48.1,19:00,0.8584,"64,7",162.1 mm,₺2.08,"589,495",  10.2  ,96%
Erzurum,Eastern Anatolia,Medium City,2018,1,Winter,-6.54,83.32,762321,245.72,7109.75,Low,2.0,260897.0,12.83,7.11,60.79,20:00,1.2445,"15,7",186.3 mm,₺1.15,"157,672",  6.0  ,35%
Manisa,Aegean,Medium City,2019,11,Autumn,18.26,65.63,1452881,612.7,14004.37,Medium,4.0,547727.0,43.04,11.22,50.75,21:00,0.6877,"11,5",189.9 mm,₺1.27,,  9.6  ,65%
Sivas,Central Anatolia,Medium City,2020,2,Winter,-4.77,42.14,634149,147.34,10838.82,Low,1.0,234090.0,18.15,16.82,,20:00,0.3929,"66,4",19.8 mm,₺1.31,"543,920",  2.9  ,90%
Izmir,Aegean,Megacity,2020,7,Summer,35.96,48.97,4394694,2163.74,20944.44,High,12.0,1455152.0,,18.26,67.01,19:00,3.4426,"77,2",101.9 mm,₺1.87,,  5.4  ,47%
Trabzon,Black Sea,Medium City,2019,2,Winter,0.38,55.13,811874,424.07,10855.89,Low,2.0,245569.0,11.11,7.7,48.85,20:00,0.4257,"62,1",167.1 mm,₺0.85,"775,101",  11.2  ,96%
Malatya,Eastern Anatolia,Medium City,2020,9,Autumn,7.82,48.89,781118,345.19,12666.87,Low,2.0,245121.0,28.27,11.02,18.24,20:00,0.3123,"66,5",11.7 mm,₺0.97,"288,431",  9.7  ,66%
Sakarya,Marmara,Medium City,2021,8,Summer,29.81,60.81,1003000,229.68,12964.91,Medium,3.0,285413.0,44.62,18.19,37.5,09:00,0.7113,"75,3",232.4 mm,,"431,833",  8.2  ,62%
Malatya,Eastern Anatolia,Medium City,2020,6,Summer,23.62,80.33,781118,424.51,7297.55,Low,3.0,241158.0,24.25,13.95,48.51,21:00,0.4339,"36,0",208.2 mm,₺2.1,"803,350",  5.6  ,38%
Istanbul,Marmara,Megacity,2016,3,Spring,18.47,81.16,15840900,14392.84,16922.9,High,42.0,4692891.0,34.08,13.7,53.82,,8.068,"28,9",143.5 mm,,"125,174",  11.4  ,94%
Bursa,Marmara,Large City,2021,6,Summer,30.87,41.49,3056120,1022.79,18517.35,High,8.0,1017973.0,30.37,15.21,39.11,18:00,2.4105,"58,0",101.8 mm,₺2.22,"683,854",,96%
Konya,Central Anatolia,Large City,2021,12,Winter,1.48,49.31,2320259,589.97,10791.47,Medium,6.0,676135.0,15.97,6.7,32.6,21:00,1.7828,"52,1",256.8 mm,₺2.33,"823,575",  2.1  ,47%
Kayseri,Central Anatolia,Large City,2021,6,Summer,25.84,65.74,1441523,289.06,11807.81,Medium,4.0,455674.0,34.46,5.28,11.26,18:00,0.9778,"56,4",86.9 mm,,"809,461",  9.6  ,37%
Manisa,Aegean,Medium City,2015,9,Autumn,18.69,84.25,1452881,508.48,11700.33,Medium,3.0,526978.0,5.88,5.6,49.5,20:00,0.7081,"58,5",119.3 mm,,"764,331",  9.8  ,40%
Ankara,Central Anatolia,Megacity,2019,8,Summer,,47.74,5639076,9447.32,,High,16.0,1818306.0,39.97,5.76,21.86,10:00,5.3618,"58,6",78.0 mm,₺1.59,"54,185",  3.0  ,92%
Manisa,Aegean,Medium City,2018,10,Autumn,19.89,77.21,1452881,495.15,13273.16,Medium,5.0,493981.0,40.79,12.45,21.75,,0.7555,,105.8 mm,₺1.14,"81,803",  3.3  ,82%
Kayseri,Central Anatolia,Large City,2016,10,Autumn,12.62,59.09,1441523,469.3,15213.03,Medium,4.0,,18.21,11.52,36.34,21:00,0.7162,"21,7",128.4 mm,₺2.23,"120,976",  10.0  ,97%
Istanbul,Marmara,Megacity,2020,2,Winter,3.74,68.56,15840900,12701.63,16287.35,High,42.0,5144495.0,40.88,12.8,46.26,21:00,14.719,"11,2",282.1 mm,₺0.99,"871,211",  8.6  ,61%
Kocaeli,Marmara,Large City,2023,4,Spring,17.91,53.75,2031963,1911.8,19631.18,High,7.0,733125.0,39.9,12.61,33.93,19:00,1.3103,"42,5",116.6 mm,₺1.29,"472,038",  3.2  ,89%
Denizli,Aegean,Medium City,2021,5,Spring,21.8,49.61,1062840,678.15,14709.08,Medium,2.0,371454.0,7.23,19.98,20.42,,0.5564,"75,5",243.7 mm,₺1.56,"548,979",  8.3  ,74%
Denizli,Aegean,Medium City,2023,1,Winter,7.18,80.38,1062840,593.54,12143.22,Medium,2.0,328236.0,42.31,14.49,51.5,10:00,0.7496,"60,1",103.5 mm,₺2.02,"132,945",  7.2  ,55%
Kayseri,Central Anatolia,Large City,2020,4,Spring,17.77,56.09,1441523,694.2,9954.14,Medium,5.0,,15.61,18.88,38.37,10:00,0.6664,"17,3",88.1 mm,₺1.95,"548,330",  11.4  ,41%
Istanbul,Marmara,Megacity,2017,8,Summer,,,15840900,8747.71,,High,40.0,4672428.0,23.66,18.47,63.69,21:00,11.5441,"10,0",188.7 mm,₺1.82,"224,447",  2.5  ,35%
Tekirdag,Marmara,Medium City,2018,1,Winter,-0.5,64.02,1085000,379.78,15404.85,Medium,2.0,,21.66,,49.4,08:00,0.6913,"48,7",253.7 mm,₺2.22,"840,382",  3.3  ,90%
Samsun,Black Sea,Large City,2015,1,Winter,-1.98,,1361505,1297.08,12181.0,Low,3.0,472660.0,34.07,16.65,,19:00,0.7298,"48,7",200.8 mm,₺1.6,"768,109",  11.1  ,85%
Mardin,Southeastern Anatolia,Small City,2019,6,Summer,37.44,75.69,833645,1058.95,9041.73,Low,,316457.0,30.17,19.92,65.74,08:00,0.4371,"55,6",41.5 mm,₺0.82,"896,960",  8.4  ,67%
Van,Eastern Anatolia,Medium City,2020,10,Autumn,7.73,60.33,1126384,271.75,8739.99,Low,3.0,421892.0,24.59,19.19,29.99,18:00,0.4839,"23,2",245.6 mm,₺1.09,"528,557",,57%
Eskisehir,Central Anatolia,Medium City,2015,12,Winter,-0.32,65.99,882456,210.62,14481.78,Medium,4.0,279508.0,7.53,15.67,16.08,18:00,0.5492,"38,7",59.2 mm,₺1.54,"849,256",  9.3  ,44%
Kocaeli,Marmara,Large City,2019,10,Autumn,13.98,64.66,2031963,440.64,17889.88,High,6.0,,22.1,5.93,32.37,19:00,1.2297,"57,4",26.7 mm,₺1.26,"209,341",  5.3  ,52%
Samsun,Black Sea,Large City,2022,7,Summer,24.17,,1361505,356.86,10887.16,Low,5.0,517064.0,25.39,14.91,19.55,18:00,0.7844,"16,9",115.7 mm,₺0.69,"164,246",  3.9  ,92%
Konya,Central Anatolia,Large City,2021,6,Summer,30.28,47.27,2320259,903.25,11504.06,Medium,6.0,808416.0,26.21,12.81,12.89,18:00,1.3543,"19,0",72.4 mm,₺0.89,"206,324",  11.0  ,36%
Mersin,Mediterranean,Large City,2022,2,Winter,9.93,52.01,1936586,427.15,13504.82,Medium,,671339.0,18.95,18.26,55.42,19:00,1.5075,"37,9",204.9 mm,₺1.61,"438,179",  5.7  ,81%
Eskisehir,Central Anatolia,Medium City,2021,10,Autumn,11.18,60.01,882456,220.59,14904.72,Medium,3.0,335218.0,15.87,18.55,69.75,18:00,0.4567,"23,8",209.0 mm,₺1.14,"37,459",  8.9  ,98%
Afyonkarahisar,Aegean,Small City,2019,11,Autumn,21.93,43.68,734000,249.39,9422.88,Low,2.0,244646.0,18.42,19.28,51.05,09:00,0.7427,"74,0",210.0 mm,₺1.72,"169,322",  9.8  ,74%
Kahramanmaras,Mediterranean,Medium City,2021,1,Winter,9.72,,1178234,818.59,9965.71,Low,2.0,420927.0,41.47,8.82,27.26,20:00,0.68,"19,2",,₺1.27,"131,070",  2.3  ,65%
Adana,Mediterranean,Large City,2018,7,Summer,37.4,75.67,2237940,602.26,17924.69,High,6.0,824819.0,31.93,11.12,24.42,19:00,1.829,"35,0",157.4 mm,₺2.26,"644,360",  9.4  ,
Konya,Central Anatolia,Large City,2017,7,Summer,24.03,57.46,2320259,702.2,12082.12,Medium,6.0,734373.0,11.19,7.74,38.11,08:00,1.4486,"66,3",232.6 mm,₺1.57,"502,631",,40%
Konya,Central Anatolia,Large City,2017,9,Autumn,10.77,76.48,2320259,700.88,,Medium,5.0,815958.0,19.44,17.66,16.53,20:00,0.9629,"7,9",217.8 mm,₺1.99,"705,235",  8.3  ,66%
Hatay,Mediterranean,Large City,2019,6,Summer,32.85,44.8,1609856,741.24,8142.49,Low,6.0,591291.0,21.81,13.66,66.14,18:00,0.9143,"55,1",211.4 mm,₺1.93,"74,728",,57%
Afyonkarahisar,Aegean,Small City,2016,1,Winter,4.97,72.31,734000,564.41,8841.27,Low,3.0,277617.0,40.12,9.04,34.89,09:00,0.3784,"6,1",133.5 mm,₺0.7,"832,414",  3.7  ,46%
Tekirdag,Marmara,Medium City,2021,3,Spring,17.72,76.89,1085000,621.15,12073.74,Medium,3.0,385363.0,42.62,5.46,64.69,18:00,0.5072,"74,6",253.7 mm,₺0.9,"265,211",  9.9  ,55%
Mersin,Mediterranean,Large City,2018,3,Spring,23.78,62.28,1936586,951.05,12254.65,Medium,6.0,613152.0,39.63,12.47,53.06,21:00,0.9255,"13,6",153.3 mm,₺1.61,,  9.3  ,64%
Adana,Mediterranean,Large City,2017,3,Spring,24.52,77.64,2237940,893.55,18080.28,High,8.0,839790.0,25.15,18.18,59.04,09:00,1.2813,"16,4",128.6 mm,₺1.08,"874,941",  2.5  ,46%
Istanbul,Marmara,Megacity,2015,6,Summer,32.98,76.35,15840900,8837.34,19889.95,High,42.0,6014709.0,32.16,18.98,56.81,08:00,12.2002,"50,6",84.8 mm,₺2.01,"742,489",  11.6  ,48%
Bursa,Marmara,Large City,2015,2,Winter,1.7,65.43,3056120,1609.72,18717.8,High,10.0,880117.0,28.68,15.88,59.8,10:00,2.4025,"68,5",20.3 mm,₺2.43,"605,554",  11.5  ,65%
Denizli,Aegean,Medium City,2017,4,Spring,21.59,48.17,1062840,343.4,12083.63,Medium,,,25.44,7.31,20.09,,0.4627,"37,7",193.1 mm,,"287,832",  10.6  ,99%
Kayseri,Central Anatolia,Large City,2017,10,Autumn,12.82,46.74,1441523,395.93,16380.24,Medium,3.0,516543.0,41.31,11.29,27.44,08:00,0.6583,"39,9",152.2 mm,₺1.62,"392,767",  5.3  ,98%
Kahramanmaras,Mediterranean,Medium City,2021,3,Spring,25.15,68.41,1178234,519.26,9280.94,Low,4.0,365048.0,14.95,19.13,60.41,21:00,0.4912,"67,7",142.1 mm,₺0.58,"784,524",  11.4  ,48%
Mersin,Mediterranean,Large City,2015,9,Autumn,21.2,60.43,1936586,1718.54,14117.78,Medium,5.0,617091.0,37.37,6.33,,19:00,0.9675,"43,2",148.6 mm,₺0.98,"837,800",,80%
Trabzon,Black Sea,Medium City,2018,7,Summer,28.67,48.6,811874,1199.79,7199.64,Low,2.0,283195.0,23.12,18.53,14.01,18:00,0.3854,"39,6",210.3 mm,₺1.2,"253,700",  4.7  ,83%
Samsun,Black Sea,Large City,2023,5,Spring,15.79,44.01,1361505,468.72,8291.2,Low,5.0,465422.0,,18.11,36.39,21:00,0.5143,"27,0",138.3 mm,₺2.19,"122,369",  8.1  ,79%
Izmir,Aegean,Megacity,2022,7,Summer,35.11,51.43,4394694,1197.94,18652.57,High,12.0,1233897.0,29.45,12.84,63.95,20:00,3.5962,"32,2",185.9 mm,₺2.45,"232,217",  10.2  ,56%
Sakarya,Marmara,Medium City,2021,9,Autumn,14.94,70.51,1003000,804.14,12380.21,Medium,3.0,321452.0,30.34,7.48,,08:00,0.5371,"29,6",213.9 mm,₺0.87,"592,472",  10.5  ,42%
Sakarya,Marmara,Medium City,2019,6,Summer,30.67,66.32,1003000,230.39,11326.93,Medium,3.0,369257.0,25.69,5.74,32.31,18:00,0.653,"47,7",261.1 mm,₺2.49,"878,160",  3.9  ,68%
Manisa,Aegean,Medium City,2015,3,Spring,24.12,56.12,1452881,335.17,15312.06,Medium,5.0,519015.0,31.86,12.8,43.81,09:00,0.7311,"63,6",233.5 mm,₺0.53,"537,022",  12.0  ,44%
Denizli,Aegean,Medium City,2015,10,Autumn,18.09,76.79,1062840,315.1,14268.48,Medium,3.0,387133.0,12.31,19.26,35.21,10:00,0.4869,,170.3 mm,₺1.5,"56,054",  2.4  ,
Istanbul,Marmara,Megacity,2021,7,Summer,31.69,42.78,15840900,4027.15,19528.89,High,42.0,4953961.0,,14.61,32.53,19:00,11.0226,"59,1",226.5 mm,₺0.98,"187,748",  6.4  ,38%
Erzurum,Eastern Anatolia,Medium City,2016,2,Winter,-7.08,60.47,762321,531.31,5338.14,Low,,,11.84,18.96,69.99,18:00,0.3689,"55,9",63.2 mm,₺2.46,"640,432",  6.3  ,64%
Mugla,Aegean,Medium City,2022,2,Winter,6.62,72.68,1012321,662.13,8324.9,Low,3.0,380030.0,23.02,6.94,49.4,21:00,1.6356,"74,6",172.9 mm,₺2.38,"675,912",  3.3  ,58%
Gaziantep,Southeastern Anatolia,Large City,2015,11,Autumn,19.4,46.82,2101263,720.08,16683.47,High,,661777.0,32.47,13.52,55.84,21:00,1.307,"70,0",235.8 mm,₺0.97,"678,383",  3.4  ,49%
Antalya,Mediterranean,Large City,2016,7,Summer,35.63,,2619832,850.31,9710.9,Low,7.0,935213.0,,15.97,73.4,20:00,1.2591,"74,4",114.9 mm,₺2.22,"205,358",  2.3  ,65%
Erzurum,Eastern Anatolia,Medium City,2019,1,Winter,-7.38,52.77,762321,1427.82,9339.0,Low,2.0,238633.0,14.77,12.47,70.69,10:00,0.4745,"8,2",51.7 mm,₺2.39,"831,630",  2.9  ,36%
Mardin,Southeastern Anatolia,Small City,2023,3,Spring,19.04,82.6,833645,321.71,8755.63,Low,2.0,284947.0,10.83,8.45,14.38,09:00,0.3305,"34,5",242.0 mm,₺1.26,"498,387",  7.5  ,87%
Tekirdag,Marmara,Medium City,2015,10,Autumn,15.31,41.94,1085000,1848.46,10384.23,Medium,2.0,344931.0,38.42,5.22,31.93,20:00,0.4995,"48,8",61.5 mm,₺1.26,"67,500",  4.9  ,98%
Izmir,Aegean,Megacity,2018,4,Spring,20.94,80.13,4394694,7727.18,17582.47,High,11.0,1668582.0,5.07,17.4,57.26,18:00,2.5733,"39,6",161.2 mm,₺2.08,"277,495",  11.8  ,32%
Denizli,Aegean,Medium City,2019,4,Spring,26.22,71.98,1062840,465.19,13784.15,Medium,4.0,324180.0,26.83,9.3,,09:00,0.5631,"56,0",66.8 mm,₺1.78,"875,494",  11.9  ,71%
Manisa,Aegean,Medium City,2017,8,Summer,34.07,72.72,1452881,314.62,10317.9,Medium,5.0,503033.0,44.49,8.38,49.63,19:00,0.9409,"79,1",166.4 mm,,"655,674",  8.7  ,98%
Hatay,Mediterranean,Large City,2021,4,Spring,26.71,47.85,1609856,425.72,7479.95,Low,5.0,485454.0,,14.99,24.37,18:00,0.5538,,210.1 mm,₺1.51,"749,211",  11.4  ,69%
Bursa,Marmara,Large City,2023,9,Autumn,13.55,53.11,3056120,731.19,19517.03,High,10.0,,32.03,8.92,33.51,10:00,2.261,,200.9 mm,₺1.23,"522,016",  9.5  ,39%
Ankara,Central Anatolia,Megacity,2022,3,Spring,15.86,47.84,5639076,3084.59,16683.28,High,17.0,1710167.0,11.84,11.18,52.45,19:00,4.047,"16,5",146.0 mm,₺1.66,"175,962",  11.8  ,33%
Mardin,Southeastern Anatolia,Small City,2020,10,Autumn,24.77,83.27,833645,295.89,,Low,3.0,306180.0,18.45,9.41,61.8,,0.3395,"30,0",254.3 mm,₺2.23,"750,898",  4.7  ,64%
Erzurum,Eastern Anatolia,Medium City,2020,4,Spring,10.24,60.77,762321,245.49,12468.43,Low,1.0,275702.0,6.08,15.92,13.46,09:00,0.3085,"76,5",171.3 mm,₺0.55,"332,813",  2.7  ,46%
Gaziantep,Southeastern Anatolia,Large City,2020,9,Autumn,19.27,43.21,2101263,1013.31,18277.02,High,6.0,662581.0,43.26,16.06,29.27,18:00,1.3892,"37,0",101.0 mm,₺0.91,"673,613",  8.7  ,66%
Diyarbakir,Southeastern Anatolia,Large City,2018,2,Winter,6.33,42.68,1801268,402.46,8988.41,Low,4.0,665224.0,22.57,17.7,14.06,08:00,1.08,"36,3",146.5 mm,₺1.31,"813,839",  4.9  ,81%
Mersin,Mediterranean,Large City,2018,2,Winter,9.42,78.02,1936586,591.34,14083.81,Medium,6.0,548543.0,30.05,6.97,69.86,08:00,1.3207,"70,3",203.7 mm,₺1.08,"570,668",  10.5  ,50%
Izmir,Aegean,Megacity,2015,10,Autumn,16.67,55.42,4394694,2307.41,19710.77,High,13.0,1326340.0,12.75,13.15,59.7,20:00,2.3299,"8,1",164.6 mm,₺0.53,"151,013",  4.1  ,55%
Kocaeli,Marmara,Large City,2016,6,Summer,29.01,57.2,2031963,640.55,18092.41,High,6.0,699895.0,13.58,,11.77,10:00,1.4492,"14,0",15.3 mm,₺1.66,,  2.2  ,32%
Antalya,Mediterranean,Large City,2016,9,Autumn,21.67,73.56,2619832,638.51,10260.23,Low,6.0,776290.0,21.76,8.35,,19:00,1.0124,"14,5",123.1 mm,₺2.14,"270,126",  11.1  ,65%
Istanbul,Marmara,Megacity,2019,11,Autumn,14.84,75.87,15840900,8398.99,19385.9,High,42.0,4506666.0,12.31,6.87,71.06,10:00,9.3261,"79,2",200.9 mm,₺2.19,"153,541",  8.7  ,46%
Denizli,Aegean,Medium City,2016,3,Spring,24.95,66.86,1062840,612.14,12531.12,Medium,4.0,310351.0,24.31,18.01,70.4,20:00,0.4621,"11,7",94.6 mm,₺0.86,"605,758",  4.0  ,94%
Trabzon,Black Sea,Medium City,2019,11,Autumn,15.16,73.77,811874,177.06,9745.94,Low,3.0,246459.0,38.01,7.8,51.19,18:00,0.3551,"35,2",68.8 mm,₺1.77,"240,964",  7.7  ,74%
Izmir,Aegean,Megacity,2021,1,Winter,7.87,76.48,4394694,1260.43,16424.72,High,13.0,,10.84,9.34,43.92,10:00,3.6768,"71,8",141.0 mm,₺0.61,"621,565",  6.9  ,67%
Sakarya,Marmara,Medium City,2021,7,Summer,32.14,40.49,1003000,815.72,14441.34,Medium,2.0,355326.0,27.4,9.38,42.88,10:00,0.6702,"33,8",242.6 mm,₺0.93,"241,326",  7.1  ,38%
Malatya,Eastern Anatolia,Medium City,2020,2,Winter,,74.36,781118,245.76,7417.01,Low,1.0,259775.0,30.79,11.16,71.57,10:00,0.4448,"6,8",159.4 mm,₺2.18,"680,024",,
Eskisehir,Central Anatolia,Medium City,2023,1,Winter,-2.99,48.41,882456,273.65,11159.69,Medium,3.0,285080.0,21.47,19.02,67.07,08:00,0.6403,"36,5",26.9 mm,₺1.53,"796,408",  2.3  ,49%
Denizli,Aegean,Medium City,2023,11,Autumn,20.1,,1062840,582.46,14890.56,Medium,3.0,372392.0,22.87,17.96,11.49,21:00,0.5369,"11,3",100.5 mm,₺0.84,"586,606",  10.4  ,63%
Eskisehir,Central Anatolia,Medium City,2020,11,Autumn,9.91,60.89,882456,222.88,12743.21,Medium,3.0,297803.0,14.02,8.6,46.44,08:00,0.4697,"49,3",171.0 mm,₺0.67,"166,666",  5.2  ,48%
Sivas,Central Anatolia,Medium City,2019,7,Summer,27.52,64.9,634149,187.9,9521.28,Low,3.0,195126.0,26.86,10.13,31.82,10:00,0.2877,"40,1",167.9 mm,₺0.62,"58,511",  3.4  ,55%
Gaziantep,Southeastern Anatolia,Large City,2022,10,Autumn,17.85,41.97,2101263,848.2,18546.41,High,6.0,666555.0,42.12,8.37,38.08,19:00,1.4287,"31,7",149.7 mm,₺2.06,"579,661",  6.7  ,38%
Ankara,Central Anatolia,Megacity,2018,1,Winter,-4.29,79.96,5639076,1250.2,15705.92,High,16.0,1843866.0,21.41,19.83,26.67,19:00,5.8218,"68,7",208.2 mm,₺1.56,"427,175",  10.6  ,38%
Hatay,Mediterranean,Large City,2020,9,Autumn,21.98,65.94,1609856,751.6,8234.81,Low,4.0,576322.0,5.66,17.59,14.11,18:00,0.6097,"73,3",,₺0.7,"821,468",  6.5  ,84%
